School Name,Prompt Number,Prompt
 Einstein,2023,"2024 Einstein Secondary Prompts I have received a grade of ""W"" during my college/graduate school years."
 Einstein,2023,"2024 Einstein Secondary Prompts I have received a grade of ""I"" during my college/graduate school years."
 Einstein,2023,"2024 Einstein Secondary Prompts As an undergraduate, I transferred from one college to another."
 Einstein,2023,2024 Einstein Secondary Prompts I have been the recipient of a warning notice for a non-academic issue that did NOT result in a disciplinary action.
 Einstein,2023,"2024 Einstein Secondary Prompts I have been subject to a disciplinary action and/or administrative action, expunged or not, while an undergraduate or graduate student."
 Einstein,2023,2024 Einstein Secondary Prompts I currently have disciplinary charges pending.
 Einstein,2023,2024 Einstein Secondary Prompts I have been prohibited or suspended from practicing in a professional capacity because of alleged misconduct.
 Einstein,2023,"2024 Einstein Secondary Prompts If you were employed during the academic year, other than during winter and summer breaks, please write the number of hours you worked per week, and tell us what you did and why you were employed."
 Einstein,2023,"2024 Einstein Secondary Prompts Please provide the names of languages you speak (other than English) and indicate the fluency with which you speak them (beginner, moderate, advanced). If none, please write ""NA."""
 Einstein,2023,2024 Einstein Secondary Prompts C. LETTERS OF RECOMMENDATION
 Einstein,2023,"2024 Einstein Secondary Prompts If you indicated, above, that you will have, ""Two individual letters (up to 5 are allowed),"" please provide the names, titles and institution of your letter writers; please use a separate line for each. Please note that one letter must be from your MAJOR and your second letter from a science faculty member (two science letters from two different faculty members in the same department is acceptable). If this does not apply to you, please write “NA” in the box below."
 Einstein,2023,"2024 Einstein Secondary Prompts If you are a post-Baccalaureate student (not a master’s degree student), a letter or statement of “Good Standing” must be submitted either from your undergraduate college or university, or included in your post-bac letter. Please indicate which of the two applies to you, and the name, title, and school from which the letter has been submitted. If no letter or statement has been submitted, please indicate when such a letter or statement will be uploaded to the AMCAS Letter Writer. If this does not apply to you, please write “NA.”"
 Einstein,2023,"2024 Einstein Secondary Prompts If you have an Undergraduate Pre-Professional Advisory Committee at your college or university, and have chosen NOT to request a letter from that Committee, please tell us why not."
 Einstein,2023,2024 Einstein Secondary Prompts D. EINSTEIN/MONTEFIORE WORK EXPERIENCE
 Einstein,2023,2024 Einstein Secondary Prompts E. EINSTEIN/MONTEFIORE FAMILY MEMBER
 Einstein,2023,"2024 Einstein Secondary Prompts Do you have a family member who is an Einstein Alumnus (MD, MSTP or PhD degree only)? Please do not include names of relatives who have only completed residency training here."
 Einstein,2023,2024 Einstein Secondary Prompts F. UNIQUE LIFE EXPERIENCES
 Einstein,2023,"2024 Einstein Secondary Prompts What unique life experiences, personal attributes and/or perspectives will you bring as part of the incoming class? Are there particular challenges or successes that you have encountered? If you do not wish to write anything, please write “NA.”"
 Einstein,2023,2024 Einstein Secondary Prompts G. ANYTHING ELSE YOU WOULD LIKE TO SHARE WITH US?
 Einstein,2023,"2024 Einstein Secondary Prompts Please use this space to tell us anything about yourself that you would like us to know. If you do not wish to write anything, please write “NA.”"
Arizona - Phoenix,2023,2024 Arizona - Phoenix Secondary Essay Prompts 1. I previously applied to any medical school yes/no (select yes if you submitted a primary or secondary application). 
Arizona - Phoenix,2,What achievement are you most proud of in your life? What aspect(s) of this achievement will you bring to our medical school? (1000 characters)
Arizona - Phoenix,3,"The UA College of Medicine - Phoenix practices Inclusive Excellence, which celebrates the differences, talents, and unique qualities of all individuals. Please describe how you will pursue Inclusive Excellence in your studies while contributing to the collaborative environment at the College of Medicine - Phoenix. (1000 characters)"
Arizona - Phoenix,4,"Servant Leadership is a Core Value and Attribute we deem essential for our students to possess. To us, it is service to others where one possesses personal humility along with a strong professional will. Describe a time where you have practiced this skill or have seen this in another. What traits were exemplified, and how will you apply these traits to your career in medicine? (1000 characters)"
Arizona - Phoenix,5,"Throughout your application you have given us a sense of how you intend to contribute to the UA College of Medicine – Phoenix. We would now like to know about how you anticipate the UA College of Medicine – Phoenix will contribute to your goals and passion for medicine. What aspects of our program and community appeals most to you, and how do you plan to make use of specific resources and opportunities here? (1000 characters)"
Arizona - Phoenix,6,"Please reflect on your entire application, is there anything you would like to further share with the Admissions Committee? Items to consider: connection(s) to Phoenix and/or our medical community, your plan during this application season, gap(s) in your education, personal, academic, or COVID-related challenges. Do not repeat any information already mentioned in the primary or secondary applications. (1000 characters)"
Pennsylvania State,1,"If not currently enrolled in a full-time academic program, please summate your activities from the time of graduation from your baccalaureate program through the time of this application, as well as your plans between now and your matriculation to medical school. (Maximum 75 words)"
Pennsylvania State,2,Is there a unique aspect of your application that should be considered by the admissions committee? (Maximum 75 words)
Pennsylvania State,3,Explain why you decided to apply to the Penn State College of Medicine. (Maximum 75 words)
Pennsylvania State,4,Write a short paragraph describing a significant experience you have had working in a team setting. (Maximum 250 words)
Pennsylvania State,5,Write a short statement describing how you envision using your medical education to advance care for under-represented or marginalized populations. (Maximum 250 words)
Marshall,2023,2024 Marshall Secondary Essay Prompts 1. Why did you decide to apply to Marshall? (5000 char)
Marshall,2,Where do you see yourself in 10 years? Where do you want to serve or practice medicine? (5000 char)
Marshall,3,"If you are not presently attending school indicate your employment or other plans for the time prior to your planned enrollment in medical school. If still in school, enter N/A. (2000 char)"
Central Michigan,2023,2024 Central Michigan Secondary Prompts 1. Please provide a brief summary of your affiliation with any County selected (there is a list of counties above the text box that you can select from) (250 words).
Central Michigan,2,"Describe your motivation for applying to the CMU College of Medicine and your future career in medicine. Finally, describe how your preparation and background will contribute to the mission of the CMU College of Medicine. (1000 words)"
Central Michigan,3,"[REAPP ONLY]: If you have applied to any medical school in previous cycles, what have you done since your last application to prepare yourself for a career in medicine? If you have not applied to medical school previously, write “N/A” in the box. (500 words)"
Drexel,2023,2024 Drexel Secondary Essay Prompts Please discuss all of your current and recent activities and engagements that have prepared you for medical school. Please be sure to include any traditional and/or non-traditional clinical exposures and volunteering experiences that you have done that are not already included in your application. (2000 characters)
Wake Forest,2023,2024 Wake Forest Secondary Essay Prompts 1. We seek to train physicians who can connect with diverse patient populations with whom they may not share a similar background. Tell us one experience that enhanced your ability to understand those unlike yourself and what you learned from it. (200 words or less)
Wake Forest,2,Describe a non-academic challenge you have faced and explain how you overcame it. (200 words or less)
Wake Forest,3,"From your list of ""most meaningful experiences"" on the AMCAS application, choose one that has been the most formative in terms of your desire for a career in medicine. Why did that experience have such meaning for you in your decision-making process? (200 words or less)"
Wake Forest,4,Please share an experience that demonstrates how you have collaborated with others. (200 words or less)
Wake Forest,5,Describe your future goal(s). Reflect on your past experiences and describe how these experiences will shape your goal(s). (200 words or less)
Wake Forest,6,"Tell us about any specific reason(s) (personal, educational, etc.) why you see yourself here at the Wake Forest University School of Medicine. (150 words or less)"
Wake Forest,7,Please tell us an interesting fact about yourself that a casual acquaintance may find surprising or interesting. (50 words or less)
Saint Louis University,2023,2024 Saint Louis University Secondary Essay Prompts 1. Will you be a full-time student for the 2023-2024 academic year? If you answer NO:
Saint Louis University,2,Do you have a premedical advisor? If you answer yes:
Saint Louis University,2,"Do you wish to include any comments to the Saint Louis University (SLU) School of Medicine Admissions Committee (e.g. why you chose to apply to SLU, other extenuating circumstances, etc.)? Please explain (1000 characters)"
Saint Louis University,3,Tell us about a time when you were the other: (1000 characters)
Saint Louis University,4,"Were you ever the recipient of any action (e.g. dismissal, disqualification, suspension, etc.) by any college for unacceptable academic performance or conduct violations? If you answer yes: "
Uniformed Services University of Health Sciences (USUHS),2023,"2024 USUHS Secondary Essay Prompts 1. Medicine and Officership are time-honored professions that unite at “America’s Medical School” in rewarding and challenging ways. What are your thoughts and impressions about serving as a uniformed medical corps officer, and why do you want to pursue this career path? (1500 Characters)"
Uniformed Services University of Health Sciences (USUHS),2,The Uniformed Services University features a unique curriculum that prepares students to care for those in harm’s way. Please describe what in your research about our school and its values attracts you to our institution’s mission and approach. (1500 Characters)
Uniformed Services University of Health Sciences (USUHS),3,"Our Admissions Committee assembles classes of students with a wide range of backgrounds, skills, experiences, and talents. Please describe how a special quality or experience of yours has informed your ability to participate well in a diverse, equitable, and inclusive environment.(1500 Characters)"
Uniformed Services University of Health Sciences (USUHS),4,(optional) Were there any significant disruptions in your academic/volunteer/work/personal life related to COVID-19 that you would like the Admissions Committee to consider in reviewing your application? (1500 Characters)
Uniformed Services University of Health Sciences (USUHS),5,(optional) You may use this field to enter any information that you would like to share that was not provided on your AMCAS application.
Virginia Tech (Carilion),2023,2024 Virginia Tech (Carilion) Secondary Essay Prompts ... 2023-2024 Virginia Tech (Carilion) Secondary Essay Prompts ...
Virginia Tech (Carilion),2023,2024 Virginia Tech (Carilion) Secondary Essay Prompts ... 1. Explain why integrity is more important than intelligence and perseverance using an example from your life (600 words).
Virginia Tech (Carilion),2,Explain how your concept of diversity is both the same and different from the mainstream view (600 words).
Virginia Tech (Carilion),3,"Choose one aspect about yourself, not already reflected in your application, that you are most proud of. Explain your choice below (600 words)."
Virginia Tech (Carilion),4,Please describe something you deserved but didn’t get and how you felt about it (600 words).
Duke,2023,"2024 Duke Secondary Prompts 1. Tell us Who You Are: Share with us your story. This is your opportunity to allow us to know how you wish to be addressed, recognized and treated. (500 words)"
Duke,2,Working with Others: Trust and rapport are essential in your day-to-day interactions with people. How do you cultivate a relationship with a person who may be very different from you? (400 words)
Duke,3,"Advocacy: Describe a situation in which you chose to advocate for someone who was different from you or for a cause or idea that was different from yours. Define your view of advocacy. What risks, if any, might be associated with your choice to be an advocate? (400 words)"
Duke,4,Coping with Disappointment: Not achieving a goal or one’s desire can sometimes be disheartening. What have you discovered from your setbacks and disappointments and how does this translate to your current way of thinking? (400 words)
Duke,5,Leadership: What do you value most as a leader and as a contributor? What attributes do you possess as a leader and as a team member and how do you apply them on a daily basis? (400 words)
Duke,6,Critical Thinking: Critical thinking involves a number of characteristics. Research experience enhances critical analysis skills. Describe any research experience or similar experience in which you utilized critical thinking. How will critical thinking be important in your future career? (400 words)
Duke,7,"Understanding the Need for Healthcare Changes: Potential sources of health inequities exist. Duke’s Moments to Movement (M2M) is a collective stand to address these issues. Discuss your experience with disparities in health, health care and society. (400 words)"
Duke,8,COVID-19 Implications: How has the COVID-19 pandemic influenced your journey to medical school? Have these events changed your outlook on medicine’s role in society? (400 words)
Duke,9,Further Information: Please let us know of any additional information that you would like us to consider while reviewing your application
Medical College of Wisconsin (MCW),2023,"2024 Medical College of Wisconsin Secondary Prompts 1. Explain how your unique background, identity, interests, or talents will contribute to the MCW learning community. (1000 characters)"
Medical College of Wisconsin (MCW),2,How will MCW uniquely prepare you for your future goals? (1000 characters)
Medical College of Wisconsin (MCW),3,"Recount a time when you made a decision you regret. How did it affect you, and what did you learn from the experience? (2000 characters)"
Medical College of Wisconsin (MCW),4,The Medical College of Wisconsin is committed to educating health professionals who are dedicated to improving health equity across the diverse populations we serve. Share with us what you have learned or how you have grown through working with or serving people from cultural backgrounds or groups different than your own. How do you believe you can contribute to improving health equity or reducing health disparities as a physician? (2000 characters)
Medical College of Wisconsin (MCW),5,"We understand that the COVID-19 pandemic may have disrupted academic, extracurricular, and personal activities that could affect your application and/or your application preparation. Do you have additional information you'd like to provide? (y/n) (2000 characters)"
Mt. Sinai (Icahn),2023,2024 Mt. Sinai (Icahn) Secondary Essay Prompts 2023-2024 Mt. Sinai (Icahn) Secondary Essay Prompts
Mt. Sinai (Icahn),2023,"2024 Mt. Sinai (Icahn) Secondary Essay Prompts 1. If you are currently not a full time student, please briefly describe the activities you are participating in this academic year. (100 words) "
Mt. Sinai (Icahn),2,"If you are committed to a particular community or if there is an important aspect of your identity not addressed elsewhere in the application, we invite you to do so here. Briefly also explain how such factors may have influenced your motivation for a career in medicine. Completing this section is optional.(150 words)"
Mt. Sinai (Icahn),3,What is the toughest feedback you ever received? How did you handle it and what did you learn from it? (250 words)
Mt. Sinai (Icahn),4,"Describe a situation that you have thought to be unfair or unjust, whether towards yourself or towards others. How did you address the situation, if at all?"
Mt. Sinai (Icahn),5,(Optional) Were there any adverse circumstances in your premedical preparatory journey including but not limited to impact from COVID-19? (100 words)
Mt. Sinai (Icahn),100,word count)
SUNY Downstate (Brooklyn),2023,"2024 SUNY Downstate (Brooklyn) Secondary Essay Prompts 1. Will you be attending college full-time as of September 15? If no, please describe your activities for the period of September 15 to July 1. (no word count)"
SUNY Downstate (Brooklyn),2,What will be your support system while in medical school? (150 words)
SUNY Downstate (Brooklyn),3,"Describe what personal, urban experiences prepare you to live and study in New York City. (150 words)"
SUNY Downstate (Brooklyn),4,"If you had a completed application to the College of Medicine in a prior application cycle, please highlight any changes since your previous application in a list with dates. If this question does not apply to you, enter ""not applicable"" in the text box below. (150 words)"
SUNY Downstate (Brooklyn),5,Why do believe you are a good fit for SUNY Downstate? (300 words)
SUNY Downstate (Brooklyn),6,"What is your experience with diversity, health equity and social justice? (300 words)"
Maryland,2023,"2024 Maryland Secondary Prompts 1. How would you describe your cultural background? (optional, 1000 characters)"
Maryland,2,Describe here the reason why you are specifically interested in attending the University of Maryland School of Medicine. (1000 characters)
Maryland,3,Have you previously met or attended/seen a presentation by a University of Maryland School of Medicine Admissions
Maryland,4,"Aside from summer and holiday breaks, have there been any pauses or delays in your education semesters between high school and college, during college, or after college? If yes, please explain (1000 characters)"
Maryland,5,"Please describe what you will be doing during the 2023-2024 academic year. If you graduated/will graduate in 2023, what are your plans for the coming year until you matriculate to medical school? (1000 characters)"
Maryland,6,"If you’ve experienced academic challenges while in college and/or graduate or professional school, please describe and explain below. Please be sure to include withdrawals, incompletes, poor grades, etc. (Optional, 1000 characters)"
Maryland,7,Briefly describe your most meaningful exposure to clinical medicine. (1500 char)
Maryland,8,Briefly describe your most satisfying experience related to community service. (1500 characters)
Maryland,9,"Without limiting the discussion to your own identity, please describe how you envision contributing to the values of equity and inclusivity at our School of Medicine, and in the medical profession. (1500 characters)"
Maryland,10,What does it mean to you to enter into a profession? (1500 characters)
Washington University in St. Louis,2023,2024 Washington University in St. Louis Secondary Essay Prompts 2023-2024 Washington University in St. Louis Secondary Essay Prompts
Washington University in St. Louis,2023,2024 Washington University in St. Louis Secondary Essay Prompts 1. Describe a time or situation where you have been unsuccessful or failed. (3000 characters)
Washington University in St. Louis,2,"Is there anything else you would like to share with the Committee on Admissions? (Optional) Some applicants use this space to describe unique experiences, obstacles, and/or challenges they faced in their journey to medical school. (3000 characters)"
Washington University in St. Louis,3,"Are you still a full time student? If no, describe in chronological order your activities during the time(s) when you were not enrolled as a full-time student."
Washington State,2023,2024 Washington State Secondary Essay Prompts (300 word limit each) 1. How will you contribute to the mission and vision of the Elson S. Floyd College of Medicine? Support your response with your experiences and/or attributes.
Washington State,2,What experiences have you had with rural and/or underserved communities/populations? What have you learned from these experiences?
Washington State,3,Describe your connections to Washington communities and your interests in practicing medicine in Washington.
Washington State,4,How have you built your resilience?
Washington State,5,Learning from others is enhanced in educational settings that include individuals from diverse backgrounds and experiences. Please describe your personal characteristics or experiences that would add to the learning environment for your classmates.
Washington State,6,"If you are a re-applicant to WSU College of Medicine, describe what you have done since last applying to strengthen your candidacy for our medical school. If you are not a re-applicant to the College of Medicine, please leave blank."
UC Irvine,2023,2024 UC Irvine Secondary Essay Prompts: (Must submit within 30 days!)
Rutgers (Robert Wood Johnson),2023,2024 Rutgers (Robert Wood Johnson) Secondary Essay Prompts 1. RWJMS has identified the core values below as critical to our mission and vision. We strive to matriculate learners who embody these values.
Rutgers (Robert Wood Johnson),2,"Discuss a difficult or challenging situation you have encountered and how you dealt with it. Be sure to include the skills you called upon to resolve the dilemma, and the support person(s) from whom you sought advice. (250 words)"
Rutgers (Robert Wood Johnson),3,"Please feel free to comment on any course grades, GPA trends, or MCAT scores and what you have learned about yourself. (No Word Limit)"
Rutgers (Robert Wood Johnson),4,Please use this space if you would like to provide additional information to the admissions committee.
Kansas,2023,2024 Kansas Secondary Essay Prompts: Answer the ones that apply to you; all will answer 1 through 5. all will answer 1 through 5.
Kansas,2023,"2024 Kansas Secondary Essay Prompts: Answer the ones that apply to you; all will answer 1 through 5. ""Provide relatively brief (1,000 character maximum) answers to the following questions."""
Kansas,2023,2024 Kansas Secondary Essay Prompts: Answer the ones that apply to you; all will answer 1 through 5. 1. Describe your health care experiences that involved direct exposure to physicians' clinical duties and how they have shaped your desire to apply to medical school.
Kansas,2,"Describe examples of leadership experience in which you have significantly influenced others, helped resolve disputes, or contributed to group efforts over time."
Kansas,3,"Beyond academics (grades and MCATs), describe the most significant challenge you have faced and the steps you have taken to address this challenge."
Kansas,4,Give an example of what you have done to make your community a better place to live.
Kansas,5,Patients come from various backgrounds. Please describe how you will engage with patients whose backgrounds may differ from yours.
Kansas,6,"If you are not a Kansas resident, what is your specific interest in applying to the University of Kansas School of Medicine?"
Kansas,7,"If there are academic discrepancies in your application that have not been explained in your application, use this space to clarify. Examples may include unexplained gaps in time, multiple undergraduate institutions attended, multiple course withdrawals, inconsistent academic performance, inconsistency between academic performance and MCAT scores."
Kansas,8,"If you are currently enrolled, or plan to be enrolled during the next academic year in a graduate or professional degree program, please describe your status within the program and your intention to complete the program. You must also request a letter from your graduate program advisor or from the dean of your professional school. This letter must include acknowledgement of your application to medical school and a description of your status in the program. Students in the MD program are considered and expected to participate full-time in MD program requirements and accompanying activities (e.g., service, research, etc.). Our experience over multiple decades has informed the SOM that participation in outside activities (e.g., employment, other degree programs, etc.) is not conducive to successfully navigating our curriculum and overall school requirements. Failing to meet program expectations can place the student at risk for administrative action, including dismissal."
Kansas,9,"If you are no longer a full-time student, briefly describe your current employment, community, medical, and/or educational activities."
Kansas,10,"for Repeat Applicants Only: Since your last application, note any relevant academic, employment, and personal experiences that enhance your ability to be a better physician."
Kansas,11,"For Combined MD/PhD Program Applicants: Do you also want to be considered as an ""MD-only"" applicant?"
Harvard,2023,"2024 Harvard Secondary Essay Prompts 1. If you have already graduated, briefly (4000 characters maximum) summarize your activities since graduation."
Harvard,2,"If there is an important aspect of your personal background or identity not addressed elsewhere in the application that may illuminate how you could contribute to the medical school and that you would like to share with the Committee, we invite you to do so here. Examples might include significant challenges in access to education, unusual socioeconomic factors, or other aspects of your personal or family background to place your prior academic achievements in context or provide further information about your motivation for a career in medicine or the perspectives you might bring to the medical school community. Many applicants will not need to answer this question. (4000 characters)"
Harvard,3,"The Committee on Admissions understands that the COVID-19 pandemic has impacted applicants in various ways. If you wish to inform the Committee as to how these events have affected you and have not already done so elsewhere in your application, please use this space to do so. (This is an optional essay; the Committee on Admissions will make no judgment based on your decision to provide a statement or not.) (4000 characters)"
Harvard,4,"The interview season for the 2023-2024 cycle will be held virtually and is anticipated to run from mid-September through January 2024. Please indicate any significant (three or more weeks) restriction on your availability for interviews during this period. If none, please leave this section blank. (1000 characters) "
Loma Linda,2023,2024 Loma Linda Secondary Essay Prompts: 1) What makes LLUSM particularly attractive to you? (275 word limit)
Pennsylvania (Perelman),2023,"2024 Pennsylvania (Perelman) Secondary Essay Prompts 1. If you were offered an option to continue courses with a standard grading system or switch to Pass/Fail, and you elected Pass/Fail, please describe the reason(s) for your decision here (500 characters)."
Pennsylvania (Perelman),2,"The Perelman School of Medicine (PSOM) is deeply committed to recruiting a class inclusive of diverse perspectives and experiences; this enriches the instruction we provide, enhances team-based learning, and ensures our students’ preparation to address the health needs of a pluralistic society. How would your life experiences contribute to the student body and how would you contribute to an inclusive atmosphere at PSOM? Please explain and limit your response to 1,000 characters."
Pennsylvania (Perelman),3,"We are all navigating through challenging times, and physicians and physician-scientists must contend with many instances of uncertainty. Describe a time when you faced a situation that was ambiguous, confusing, or uncertain, and how you navigated making a decision without complete information (3000 characters)."
Pennsylvania (Perelman),4,"Please explain your reasons for applying to the Perelman School of Medicine and limit your response to 1,000 characters:"
Connecticut,1,Highlight your experiences in the health care field. What insights have you gained about potential problems you will face as a physician?
Connecticut,2,How will the University of Connecticut School of Medicine best serve your needs of becoming a physician or physician scientist?
Connecticut,3,The University of Connecticut School Of Medicine realizes that each applicant brings a unique perspective from a broad range of experiences that have been influential in leading to a career in medicine. How will your own life experiences and unique identity enhance the UConn SoM classroom and community?
Hawaii (Burns),2023,"2024 Hawaii (Burns) Secondary Essay Prompts Please provide responses to essay A, B, and C. If you are a re-applicant, also respond to essay D. Please limit responses to 600 words per essay."
University of Central Florida,2023,2024 University of Central Florida Secondary Essay Prompts (edited to remove an old question about online courses) 
University of Central Florida,8,"1) In this space, provide brief details regarding academic difficulties, grades below ""B minus,"" or course withdrawals. (500 characters)"
Rochester,2023,2024 Rochester Secondary Essay Prompts 1. (Optional) Please share any challenges and/or special circumstances that impacted your application. (200 words)
Rochester,2,"If you previously applied to medical school, briefly describe any experiences you have been part of since your previous application. (200 words)"
Rochester,3,Tell us about a community you identify with and how you're involved with it? (200 words)
LSU - Shreveport,2023,2024 LSU Shreveport 1. Briefly describe the key motivational factor(s) in your decision to apply to LSU Health Shreveport and any additional information about yourself you feel would be of interest to the Admissions Committee in consideration of your application. (500 characters)
LSU - Shreveport,2,"Second prompt for reapplicants: PLEASE ANSWER THIS QUESTION ONLY IF YOU ARE A RE-APPLICANT TO LSU HEALTH SHREVEPORT. Since your previous medical school application, what academic, employment, volunteer experiences or other progress have you made that make you a more competitive applicant? (2000 characters)"
North Dakota,2023,"2024 North Dakota Secondary Essay Prompts **Questions in green must be answered and are all related to establishing residency and ties to ND. For Question #2 read through all the options and answer ""no"" to the first one if you don't qualify**"
North Dakota,11,Do not leave any questions blank.
North Dakota,11,Do not leave any questions blank. 5) Reflect on personal experiences of resilience and emotional intelligence throughout your life and how this has prepared you in your pursuit of a career in medicine. (1200 characters)
North Dakota,11,"Do not leave any questions blank. 6) Describe your experiences with diverse populations. Examples include a summary of a volunteer experience, study abroad, employment, self-taught endeavor or a formal course on diversity that includes direct interaction with individuals or groups from socio- economic disadvantaged, diverse cultures, rural, or other backgrounds. (1200 characters)"
North Dakota,11,"Do not leave any questions blank. 7) Describe your research activity. Examples include the outcome of a formal research experience, course-dependent undergraduate research, thesis, or capstone project. (600 characters)"
North Dakota,11,"Do not leave any questions blank. 8) Describe your creative activity. Examples include the on-going production of art forms, artistic performance, or other creative efforts, such as photography, painting, musical talents, needlework, cooking, wood-working, building cars, yoga instructor, dancing, theatre performance, writing, gaming etc. (600 characters)"
North Dakota,11,"Do not leave any questions blank. 9) Expand and reflect on medical and/or clinical experience as it relates to the mission of the School of Medicine & Health Sciences. This may include a summary of physician shadowing, clinical observation, community service, volunteer work, and/or employment. Examples include, but are not limited to, work in a clinic, hospital, as a first responder, clinical lab, public health, home health visits, assisted living, nursing home care, youth camps, or relevant military duty. (1200 characters)"
North Dakota,11,"Do not leave any questions blank. 10) Expand and reflect on leadership and team experience. This may include a summary of leadership roles or teamwork in employed positions, extracurricular activities, organizations, volunteer services, or any other leadership or team experiences. (1200 characters)"
North Dakota,11,"Do not leave any questions blank. 15) UND SMHS REAPPLICANTS ONLY: When was your previous application, and, subsequently, what steps have you taken to strengthen your candidacy? Note any relevant academic, employment, clinical, and personal experience and/or"
North Dakota,11,"Do not leave any questions blank. 16) Have you read the UND SMHS Standards of Capacity policy (https://med.und.edu/policies/_files/docs/4.14-standards-of-capacity.pdf), and are you prepared to meet these standards with or without reasonable accommodations?"
